VALUE SENTIMEN,tanggal,pengguna,isi teks
1,2022-04-14T00:47:49.000Z,iNews,Mohon @Prof_Azyumardi dijelaskan ke anggota @mprgoid  agar tidak menunda rencana amandemen UUD 1945. Konsekwensi GBHN dihidupkan kembali dgn istilah PPHN memang berpotensi masa jabatan presiden lebih dari 2 periode dan MPR memilih presiden. Namun agak sulit jika MPR pilih
1,2022-04-13T21:43:17.000Z,damai Indonesiaku,"Nampaknya Presiden Jokowi menyetujui apa yang dilakukan Bahlil, cuma berpesan hati-hati. Berarti benar dugaan para pemerhati, bahwa Jokowi pada dasarnya menginginkan tiga periode yang awalnya beliau tolak dengan keras."
1,2022-06-20T12:40:01.000Z,pembasmi BUZEERRP2 LAKNAT dan CEBONG2 KEPARAT.,"NARASUMBER ILC “PRESIDEN SUDAH MENOLAK PERPNJANGAN JABATAN &amp; TIGA PERIODE, KENAPA MAHASISWA MASIH DEMO?” YOUTUBE &gt;&gt;&gt; https://t.co/rI9EA93161 https://t.co/h3Ngj583wC"
1,2022-06-29T16:32:32.000Z,jayentnt,"Nekat, Isyu Tiga Periode Bangkit Lagi! @RamliRizal : Mas @Jokowi Wis!! | Best Statement  
via @ReflyHZ 

https://t.co/8alFQoUV2u"
1,2022-04-13T16:59:16.000Z,,New post: Aktivis Malari 74: Tak Menutup Kemungkinan DPR Gerilya Amandemen UUD 45 Tiga Periode Jabatan Presiden https://t.co/8TO9zNw81T
1,2022-04-13T14:41:30.000Z,Koran Sindo,"New post: TNI/Polri Aktif Jadi Penjabat Kepala Daerah, SBK: Dugaan untuk Tiga Periode Jabatan Presiden https://t.co/D0BEwX914b"
1,2022-06-11T04:59:09.000Z,Kabar Baik,"Niat dan usaha utk memperpanjang masa jabatan presiden dengan merubah UUD atau dengan Dekrit Presiden memang tidak melanggar konstitusi.. tetapi merupakan PENGKHIANATAN dan DOSA BESAR pada cita-cita reformasi yg dihasilkan dengan mengorbankan banyak nyawa.
Setujukah Pak @jokowi ?"
1,2022-06-23T15:44:15.000Z,rusdy hasan,"Obay:""Tong, sholat subuh itu dua rakaat, klo tiga rakaat itu sholat magrib..""

Otong: ""Iye beh Lupe Otong, berarti klo jabatan presiden 2 periode itu di Indonesia, lah klo 3 periode presiden di negara Mane beh?""

Obay:""Negara Fir'aun Kali Tong .."""
0,2022-06-18T06:19:51.000Z,BandungBergerakID,"OJO KESUSU…! Jokpro: Prabowo Sebut Capres Tak Harus Dirinya, Sinyal Kuat Untuk Jokowi Tiga Periode https://t.co/kjOxiZPksF"
0,2022-06-19T08:50:28.000Z,Wisanggeni,"Pada Minggu (5/6/2022), beredar sebuah unggahan video di platform Twitter yang menyebut Joko Widodo (Jokowi) Presiden tengah membagi-bagikan kaus kampanye tiga periode. Sempat viral dan mendapat ratusan respon warganet, berikut fakta yang sebenarnya. https://t.co/SGki5FndFD"
0,2022-06-07T10:10:11.000Z,Media Terkini Indonesia,"Pak @jokowi Harus turun tangan untuk mengatasi ini,gaduh @PSSI sebelum masa jabatan selesai atau kami paksa tiga periode #TimnasDay"
0,2022-06-10T22:43:25.000Z,Bakool Mie-2,Pakde Jokowi tidak berminat menjabat tiga periode..Ok disini jelas ya.. Ini sudah sering kali bpk presiden Jokowi tegaskan dirinya menolak usulan perpanjangan masa jabatan presiden 3 periode. https://t.co/0dTLFuWy87
0,2022-06-10T21:12:17.000Z,Keuangan News,"Para pendukung @jokowi umumnya anti orde baru. Kita semua tahu karena orde baru memerintah selama 32 tahun kemudian masa jabatan Presiden dibatasi hanya 2 kali masa jabatan.

Anehnya, tidak sedikit pendukung jokowi yang ingin menghidupkan kembali apa yang dipraktekkan orde baru."
0,2022-06-10T14:06:02.000Z,Mpok' Latipeh ❤️,"Partai Demokrat Curigai Reshuffle Menteri Hanya Strategi Jokowi Muluskan Jabatan Tiga Periode

https://t.co/a9QWqmFZXw"
0,2022-06-10T11:55:32.000Z,suaradotcom,Partai Gelora: Parpol Pro Jokowi Munculkan Kembali Presiden Tiga Periode Dalam Bentuk Baru https://t.co/7RnjRvrqFw
0,2022-06-10T10:01:39.000Z,Teuku Gandawan,"Pasangan Capres Cadangan Olijika tiga periode gagal.
Tolak Ganjar, Tolah Erick, Tolak Jokowi 3 periode.
#TolakRUU_KUHP 
#TolakRUU_KUHP https://t.co/wMZpgpBVYw"
0,2022-06-10T01:31:18.000Z,apa50,"Paska upaya rekayasa perpanjangan masa jabatan dan Presiden tiga periode tersandung perlawanan rakyat, cukong hitam Oligarki pasti lebih hati-hati memilih calon Presidennya pada Pilpres 2024. Yaitu, calon Presiden yang terdaftar dalam radar kendalinya 
https://t.co/kyxXRby0vp"
0,2022-06-09T11:04:41.000Z,Edi Keceput 2,"Pemikiran Brilian Prof Yusril Menyoal Perpanjangan Masa Jabatan Presiden Jokowi https://t.co/80UmE2erRC lewat @FacebookWatch 

aji mumpung...   Tks Prof Yusril"
0,2022-06-07T06:02:16.000Z,Orang Dapur,"Pendukung Anies minta Jokowi ikut nonton Formula E, Ruhut Sitompul malah nyeletuk tiga periode.
https://t.co/c5X8z11Z03"
0,2022-06-09T06:10:25.000Z,Kureta ID,"Peneliti Populi Center Rafif Pamenang Imawan mengatakan 64,4 persen masyarakat tidak setuju usulan perpanjangan masa jabatan presiden menjadi tiga periode.

""Tidak setuju 55,1 persen, sangat tidak setuju 9,3 persen,"" Rafif merinci. 
https://t.co/Vy6f5N0GQQ"
0,2022-06-28T15:41:32.000Z,eliya,"Pengalaman 2014 dan 2019, masa lame duck penghujung jabatan dimanfaatkan utk meloloskan berbagai legislasi kontroversial. Misal, pd 2014 lahir UU Pilkada tidak langsung (yg kemudian diubah dg Perpu) dan pada 2019 pengesahan revisi UU KPK. It takes two to tango, DPR dan Presiden."
0,2022-04-15T14:36:00.000Z,Apede,Pengamat politik Dedi Kurnia Syah menanggapi tafsiran Direktur Eksekutif Indo Barometer M Qodari soal pernyataan Jokowi dengan jabatan presiden tiga periode. #Jokowitigaperiode https://t.co/O0K8bZlDQn
0,2022-04-14T02:49:12.000Z,Gerindra Sumsel,"Pernyataan Sikap Aliansi Ulama, Habaib, &amp; Tokoh Jawa Timur terkait Tiga Periode Jabatan Presiden dan masalah2 kebangsaan lainnya. https://t.co/LIgOyz3wqL"
0,2022-06-29T00:05:49.000Z,kutu kupret,"Perpanjangan masa jabatan presiden dong...

."
0,2022-06-14T18:39:12.000Z,Oji Rezy F,"Perpanjangan Penderitaan Rakyat.

Begini Cara @jokowi Mendapatkan Tiga Periode, Menurut Persi Arief Puyuono. https://t.co/8tOk1ns6x6"
0,2022-06-28T13:09:20.000Z,Budi Rahardjo,"Pertama, gagal mengupayakan perpanjangan jabatan tiga tahun dan miskin dukungan untuk amandemen UUD masa jabatan tiga periode. Partai pendukung Presiden yakni PDIP justru menjadi penentang kerasnya."
0,2022-06-17T10:34:38.000Z,Kapitan Kie Polote,"PKS soal APDESI Dukung Jokowi Tiga Periode: Mau 3 Periode Bisa, Tapi jadi Kepala Desa Bukan Presiden! https://t.co/ViInBGcSyB lewat @PKSejahtera 
#Milad20PKS
@pksdigitalrace
#PKSKotaBekasi #PKSBekasiKota"
0,2022-06-28T12:33:52.000Z,Rachel,"PKS Tantang Jokowi Tegur Projo Usul Perpanjangan Masa Jabatan Presiden 2,5 Periode https://t.co/RiLcpidQAs
Covid-19
Jumat 24 Juni
Ada 6.076.894
Meninggal 156.711
Kapolsek
My Telkomsel
PeduliLindungi
Jakarta-Bali
Yuki
Italy
Israel
#JokowiMatikanDemokrasi
#JokowiMatikanDemokrasi"
0,2022-06-28T07:32:13.000Z,anam koplak,"PKS Tolak Wacana Jabatan Presiden Tiga Periode 

@pksdigitalrace
#Milad20PKS
#PKSkotaBandung

https://t.co/hUooyAohnS via @PKSejahtera"
0,2022-06-10T21:31:17.000Z,Indah Ariani,Polda Malut mengamankan 22 mahasiswa yang demo menolak kenaikan harga BBM dan jabatan presiden tiga periode. https://t.co/894GOkPc8o
0,2022-06-17T03:14:35.000Z,Semar,"Polisi mengamankan ribuan kaos bertuliskan ‘we love Presiden Jokowi tiga periode’ dari rumah ketua ormas relawan Jokowi, Bara JP Cabang Ende, Nusa Tenggara Timur (NTT).
#3periode #jokowi #ntt 
https://t.co/cq5BVBLOxG"
0,2022-06-28T03:35:35.000Z,Ivoox Indonesia,"Politikus PDI-P Masinton Pasaribu dengan tegas menolak isu Presiden Joko Widodo bisa menjabat tiga periode yang kini bergulir kembali. Isu ini diangkat oleh Ketua Umum Relawan Pro Jokowi (Projo), Budi Arie Setiadi. https://t.co/RT5rBJPgsh"
1,2022-06-26T16:39:21.000Z,NAUFAL_MAHARDIKA,"Politisi PDIP Masinton Pasaribu tampak tidak sudi dengan rencana perpanjangan masa jabatan Presiden Joko Widodo menjadi tiga periode.

Bagaimana pendapatmu?

#PDIP #jokowi #tigaperiode https://t.co/FX32AHNBZH"
1,2022-06-27T23:41:55.000Z,Ov13n_arya kurn11awan,"Polres Ternate amankan puluhan mahasiswa yang menggelar unjuk rasa di depan Kantor Wali Kota Ternate menolak kenaikan harga BBM dan jabatan presiden tiga periode.

https://t.co/OMbQMfiszL"
1,2022-05-06T06:19:22.000Z,yoan,"Presiden @jokowi secara konsisten menolak penundaan pemilu, perpanjangan masa jabatan presiden, termasuk soal presiden tiga periode. Wacana ini memang menjadi polemik yang hangat dalam beberapa bulan terakhir.

Presiden Jokowi taat pada konstitusi dan menolak jabatan 3 periode. https://t.co/vxamqLilpU"
1,2022-06-27T22:39:53.000Z,Hadi Zola,"Presiden @jokowi Taat Konstitusi.
Tegas Tolak Wacana Tiga Periode. https://t.co/ao6XmarjtU"
0,2022-06-27T14:20:23.000Z,anam koplak,Presiden adalah petugas partai ya.. Kayak @Dennysiregar7 Petugas buzzer yg di gaji apbn.. Ada waktunya akan habis masa jabatan dan hartanya..
0,2022-06-27T11:01:22.000Z,Iko Awowo,"Presiden bebek lumpuh itu setelah ada pemenang pilpres feb 2024 , sementara ahir masa jabatan Jokowi okt 2024 

#PresidenBebekLumpuh

Profesor UIN Jakarta Azyumardi Azra Nilai Jokowi Bakal Jadi Bebek Lumpuh Saat Musim Pilpres 2024, Begini Penjelasannya! https://t.co/Cv1fHTFYDd"
1,2022-06-26T15:34:27.000Z,Ⓜ️inmon,"Presiden Joko Widodo (Jokowi) memastikan tidak ada penundaan Pemilu 2024 dan perpanjangan masa jabatan Presiden tiga periode.

https://t.co/1R1pTNdV2W https://t.co/4oCFJyKvqv"
1,2022-04-20T07:34:47.000Z,Fina,"Presiden Joko Widodo (Jokowi) menanggapi aspirasi masyarakat yang menginginkan penambahan masa jabatan presiden menjadi tiga periode. Menurutnya, semua pihak harus taat pada konstitusi yang sudah jelas mengatur soal masa jabatan presiden. https://t.co/RLiKknz2ku"
1,2022-06-24T00:05:28.000Z,kutu kupret,"Presiden Joko Widodo meminta para menterianya agar sensitif terhadap kesulitan rakyat alih-alih sibuk mewacanakan tertundanya pemilu dan perpanjangan jabatan presiden tiga periode. Nyatanya BBM,Pajak Naik.

#ProRakyatMatamu #ProRakyatMatamu
 https://t.co/PFh2uJDoaO"
1,2022-06-26T23:08:09.000Z,ᴋᴀɴɢ ʙᴀɴɢᴜɴᴀɴ,"Presiden Joko Widodo menanggapi aspirasi masyarakat yang menginginkan penambahan masa jabatan presiden menjadi tiga periode. Menurutnya, semua pihak harus taat pada konstitusi yang sudah jelas mengatur soal masa jabatan presiden.
@jokowi https://t.co/9oeT3EWyOV"
1,2022-04-21T00:29:55.000Z,Shobar Iqbal,"Presiden Joko Widodo menanggapi isu mengenai tambahan masa jabatan presiden menjadi tiga periode dengan membantah bahwa dirinya menginginkan hal tersebut.

Presiden @jokowi menyatakan akan tetap berpegang teguh kepada konstitusi dan menolak jabatan presiden 3 periode. https://t.co/D2ig6I2zpD"
1,2022-06-26T14:28:56.000Z,Muhammad Said Didu,"Presiden Jokowi kembali tegaskan tidak ada wacana tiga periode, yang ada lanjutkan programnya ...
Woi tukang hoax, buzzer jelas ya ... https://t.co/axUT298Yms"
1,2022-06-26T05:42:35.000Z,Yudi Setiawan,Presiden Jokowi menegaskan bahwa dirinya taat konstitusi dan menolak usulan jabatan presiden tiga periode. https://t.co/XgcZMQsuOw
1,2022-06-26T01:45:55.000Z,Fernandy Rusdi,"Presiden Jokowi Tolak Wacana tiga (3) Periode.
#jokowi #jokowidodo #presidenjokowi #AnakTwitterLama https://t.co/2n5e9G6tbO"
1,2022-06-24T06:56:37.000Z,Kaspito Gabriel Hutagalung,"Presiden tolak jabatan tiga periode



#LangkahDukungKemajuanRI https://t.co/PVRcxK8pLg"
1,2022-06-23T12:49:10.000Z,Ferdi,"Projo Bongkar Fakta, Jokowi Tetap Ingin Tiga Periode https://t.co/JX7a8REUBk
Covid-19
Senin 13 Juni 2022
Ada 6.061.079
Meninggal 156.652
Eril
Zara
Nabila
Nokia
Dukun
H-10
Apel Pagi
Nasgor
Haaland
Spain
#jokowinya1ngibulnyabanyak
#jokowinya1ngibulnyabanyak"
0,2022-06-22T20:14:25.000Z,SatuAceh News,"Qodari Sebut Gerakan Jokowi Tiga Periode Adalah Keinginan Rakyat, Sulit Dibendung https://t.co/mp4K2TyHka #Jokowi #MQodari #TigaPeriode"
0,2022-06-22T13:01:34.000Z,Muchsin,"Rakyat akan selalu ingat AKAL BUSUK mereka ini !

Dalam Koalisi Indonesia Bersatu (KIB), Ketum PAN &amp; Ketum Golkar mencoba mengkhianati konstitusi dgn pegunduran Pemilu dan/atau perpanjangan masa jabatan presiden menjadi 3 periode !

Ingat orangnya, Ingat Partai nya !"
0,2022-06-22T07:50:09.000Z,Hari Wibawanto,"Relawan Jokowi Akan Gelar Halalbihalal, Gulirkan Lagi Wacana Tiga Periode https://t.co/H2nTZrBO5R"
0,2022-06-27T11:01:00.000Z,AxeL The Whisperer ️,Relawan Jokpro berilusi ‘tiga periode’ disetujui Jokowi https://t.co/Pjhu8d7Eht
0,2022-06-08T21:09:27.000Z,detikcom,"Relawan Jokpro Klaim Ada Sinyal Penerimaan Tiga Periode dari Jokowi. 

Sebenarnya Orang"" Jokpro itu Sudah Harus Ditangkap karena Telah Melawan Konstitusi.
https://t.co/JAlltaqQGd"
0,2022-06-08T14:19:19.000Z,Andre Fachniadin,Relawan Jokpro Klaim Jokowi Beri Sinyal Tiga Periode https://t.co/Y3xqjyOeZa
0,2022-06-05T04:23:04.000Z,Wali Sarung™,"Saya Calon Presiden 2014 - 2024,
Dua Periode.
Tiga tahun lagi Masa Jabatan saya berakhir. Modal saya Nyapres Hanya dua. 
Pertama : Kecurangan 
Kedua : Modus ( modal Dusta)
Doakan saya Lancar dua Periode).
Kalau ada putusan 3 periode, pastilah saya mau..  masak gak mau..!!!"
1,2022-06-04T13:30:22.000Z,t i a,"Saya punya gagasan masa jabatan seorang presiden cukup tiga tahun yg dipilih melalui pilihan langsung, sesudahnya dapat dipilih kembali  untuk jangka waktu 2 tahun ? Untuk periode keduanya cukup dipilih oleh anggota MPR atau pemilu tdk langsung, maksimal dua periode."
0,2022-06-03T23:55:10.000Z,SenDal cHaviD,"Sebagai Menteri dan Wakil Menteri kabinet Indonesia Maju, Semoga bisa menjalankan amanah dan bertugas dengan baik.

Dalam keputusannya, Jokowi menunjuk dua menteri dan tiga wakil menteri baru yang siap bertugas melanjutkan sisa masa jabatan hingga periode tahun 2024."
0,2022-06-03T16:22:59.000Z,"terus semangat,semangat terus",sebagai ucapan terima kasih sebagai PEMGUSUL TIGA PERIODE..Dapat Jabatan Menteri
0,2022-06-03T10:17:31.000Z,My Putun,"Sebanyak banyaknya BuzzerRp tetap tdk berguna bagi Rakyat dan Bangsa ini karena mereka sampah

Ketum Projo: Sepertiga Rakyat Indonesia Menginginkan Jokowi Tiga Periode! https://t.co/qvm0Dbo85i"
1,2022-06-15T13:35:47.000Z,deden,"Sebelumnya, Apdesi yang diketuai Arifin Abdul Majid mengutuk keras penggunaan nama organisasi mereka guna mendukung perpanjangan masa jabatan Presiden Jokowi menjadi tiga periode. https://t.co/0mRRKOfEnU"
0,2022-06-03T04:10:29.000Z,Bergelora.com,"Sejumlah Relawan Joko Widodo kembali menggaungkan gerakan tiga periode untuk pemerintahan Presiden @jokowi dalam Pilpres 2024.
 
Simak selengkapnya di https://t.co/JXXuJm34dY https://t.co/PlkyGslYk0"
0,2022-06-14T04:10:47.000Z,Kureta ID,Selain itu muncul wacana kontroversial inkonstitusional berupa wacana penundaan pemilu serta penambahan masa jabatan presiden menjadi tiga periode.
1,2022-06-02T16:33:03.000Z,Nissa,"Selamat berulang tahun ke #61 Pak Presiden..
Panjang umur, Sehat selalu dan Berbahagia..
Aamiin..
Yakinlah, bapak tak sendiri, ada kami yang mengawal hingga akhir masa jabatan..
SEMOGA BAPAK TETAP MENJADI ORANG PENTING YANG BAIK
Salam Indonesia, saya Indonesia, saya Pancasila. https://t.co/JZ4PXf7Ewy"
1,2022-06-02T14:51:34.000Z,arifunasiin,"Selamat Hari Ulang Tahun, Bapak Presiden RI Joko Widodo. 

Semoga sumbangsihmu selama ini untuk bangsa dan negara dapat terus dinikmati hingga generasi selanjutnya. Kami doakan terus amanah hingga akhir masa jabatan.

Allah SWT melindungimu, keluargamu serta rakyatmu. https://t.co/NcgTal93Ne"
1,2022-06-02T09:14:55.000Z,Zaenal_Cihuyy,"Selanjutnya, Presiden mengambil sumpah jabatan para menteri dan wakil menteri Kabinet Indonesia Maju untuk sisa masa jabatan periode tahun 2019-2024 tersebut yang dilantik pada hari ini. https://t.co/z32vkzvlyI"
1,2022-04-13T15:49:16.000Z,@DenMasRahwana1702,"Sementara MK nya udah dapat perpanjangan masa jabatan dan ketua MK ipar presiden, Atur ajalah kaliankan penguasa"
1,2022-06-02T06:10:20.000Z,zopenG,"Setuju dengan Bpk Presiden @jokowi jabatan presiden cukup 2 periode , tetapi tetap lanjutkan programnya. Stop wacana presiden tiga periode. 
#jokowi https://t.co/t9jwop2zOb"
1,2022-06-22T00:23:00.000Z,Suheri adi,"Si Tofa Kena Batunya !!!! 

PRESIDEN SUDAH MENOLAK PERPANJANGAN JABATAN &amp; TIGA PERIODE, KENAPA MAHAS... https://t.co/PyOsbTsI4V via @YouTube"
1,2022-06-21T23:13:30.000Z,Nerimo ing pandum,"Siapa lagi dalangnya kalau bukan dia dia lagi?
—
Presiden Kunjungi Ende, Viral Ribuan Kaos Jokowi Tiga Periode Diamankan Polisi, Siapa Dalangnya? https://t.co/DLVDvawcAO"
1,2022-06-21T17:42:37.000Z,ROBBY ZULPANDI,"Simpul Aktivis Angkatan 98 Minta Jokowi Tak Perpanjang Jabatan Tiga Periode, Andrianto: Sudahi Narasi Cebong dan Kadrun https://t.co/RjsT6dNuLK #AbatanTigaPeriode #AktivisAngkatan98 #Andrianto #cebong"
1,2022-06-12T00:50:34.000Z,Rani soraya,"Soal Tiga Periode, Jokowi: Yang Ngomong Bahlil, yang Didemo Saya. Kepala negara mengaku sudah seringkali menjadi sasaran unjuk rasa karena komentar-komentar nyeleneh orang-orang di sekitarnya, termasuk para menteri di Kabinet Indonesia Maju.  https://t.co/7MLanSwx3u"
1,2022-06-10T14:12:07.000Z,failed state,Statement Presiden @jokowi stop wacana tiga periode! https://t.co/amkh0l31Pb
1,2022-06-21T16:25:30.000Z,Clarisa devora,"Stop Provokasi... !!!

Presiden @jokowi secara konsisten menolak penundaan pemilu, perpanjangan masa jabatan presiden, termasuk soal presiden tiga periode.

Sikap Jokowi sudah jelas menolak penundaan pemilu jadi jangan ada isu provokasi lagi sehingga bisa meresahkan masyarakat. https://t.co/VQUU6QRIzc"
1,2022-04-15T12:19:02.000Z,Indonesia Lawyers Club,"STOP WACANA TIGA PERIODE!!!

Yang dilanjutkan adalah program-program yang sudah direncanakan dan dikerjakan oleh presiden @jokowi untuk kemakmuran dan kesejahteraan seluruh rakyat Indonesia!!! https://t.co/3CLpRJJpZn"
1,2022-06-21T12:46:07.000Z,Debby,"Sudah berkali-kali Presiden Jokowi sampaikan bahwa tidak setuju dengan penundaan pemilu, pun begitu juga dengan masa jabatan Presiden yang tiga periode.

Tapi kenapa masih ada yang demo?

Ada dua opsi jawaban, yaitu:

1. Sengaja bikin kegaduhan.
2. Sudah terlanjur terima bayaran. https://t.co/glqBqbYqj3"
1,2022-06-23T02:50:01.000Z,Rooney,"SUDAH TAYANG YA!! DARI SOAL CAPRES 2024 SAMPAI PRESIDEN TIGA PERIODE // SURYA PALOH: “PAK JOKOWI MASIH YANG TERBAIK, TAPI…” YOUTUBE &gt;&gt;&gt; https://t.co/DglW9yR7Bu https://t.co/o8LkMiRbyT"
1,2022-06-12T15:52:59.000Z,Relieve Pasaribu,"SUDAH TAYANG YA… “PRESIDEN SUDAH MENOLAK PERPANJANGAN JABATAN &amp; TIGA PERIODE, KENAPA MAHASISWA MASIH DEMO?” YOUTUBE &gt;&gt;&gt; https://t.co/rI9EA8KRRT https://t.co/1hjUGzzPc8"
1,2022-06-21T11:04:06.000Z,PLECIDENPANDIR,"Suka gini modus kelompok yang mau bikin gaduh: hari ini ada yang teriak-teriak ""lanjutkan"", besoknya ada kelompok yang goreng-goreng rumor Presiden @jokowi mau lanjut tiga periode, besoknya lagi demo menentang Presiden tiga periode.. Pak Jokowi sampai hapal ya Pak... :))) https://t.co/Ol1TBaxrfE"
0,2022-06-21T09:25:11.000Z,Yusuf Salama,SULIT DIBENDUNG…! Qodari Sebut Gerakan Jokowi Tiga Periode Adalah Keinginan Rakyat https://t.co/113ALgoP4V
1,2022-06-22T12:06:08.000Z,KARNI ILYAS CLUB,Taat konstitusi presiden Jokowi tolak penundaan pemilu dan jabatan tiga periode https://t.co/olU6uwr8tC
1,2022-06-29T11:20:51.000Z,My Putun,"Tahapan pemilu dimulai 14 Juni 2022, kaum yg lagi mimpi perpanjangan masa jabatan n tiga periode pun terbangun"
1,2022-04-15T12:37:00.000Z,Harian Kompas,"Tak akan lanjut tiga periode, Gibran Rakabuming Raka mengungkapkan ayahnya akan kembali ke Solo setelah masa jabatan presiden rampung. 
https://t.co/xrAybASLvQ

Via @detik_jateng"
0,2022-06-21T07:04:11.000Z,P'etk Leo Segeh,Tak Pecat Luhut? Jokowi mau tiga periode nie. Kamu ketahuan sandiwara ya? Hehehe https://t.co/VkWozgnKVq
0,2022-06-21T05:24:20.000Z,Daun Kemangi,"tanda2 utk merubah masa jabatan presiden 3 periode kok smakin jelas ya...❓

""Pengkhianatan biasa terjadi pada orang yang tidak memiliki hati nurani""

saya anda kita semua sedang dlm proses dikihianati oleh para #BangsatBangsa yg berbaju penguasa dan politisi jahat..."
1,2022-06-28T16:21:08.000Z,Penjaga Jokowi,Tegas banget kata-kata Jokowi tidak ada tiga periode...yg ada adalah kontinuitas program kerja https://t.co/QgbbHbTrcU
1,2022-06-27T23:21:46.000Z,Bot,"Tegas kan
Jangan di ribut kan tiga periode
Ujar presiden Jokowi
.
.
#PembangunanRITerusMaju https://t.co/F8qNNOcpuy"
1,2022-06-28T09:27:46.000Z,Remy68,"Tegas! PDIP Tolak Wacana Jokowi Tiga Periode: Berwatak Tirani, Kalau 3 Periode Sudah Dipenuhi Nanti Minta 4 Periode? https://t.co/66YrOqTdOz lewat @Repelita Online"
1,2022-06-21T04:12:52.000Z,FerryTerry803@gmail.com,"Terus urusannya sama Anies Baswedan apa? Ga ada!
Sama saja kalau besok sekumpulan preman dan narapidana menyatakan dukung Jokowi Tiga Periode, apakah itu artinya mereka pasti kaki tangan Jokowi?"
1,2022-06-21T02:26:48.000Z,Bung Dolly,"Tidak ada penundaan Pemilu dan jabatan tiga periode. 
TEGAS!!! Presiden #Jokowi minta seluruh jajarannya untuk mendukung Pemilu 2024.
#WonderfulIndonesia https://t.co/JUFt3MYtpi"
1,2022-06-21T00:07:14.000Z,Edi Keceput 2,"Tidak ada Penundaan Pemilu
Pak Jokowi taat konstitusi
Tolak tiga periode
.
.
#MenujuNKRILebihBangkit https://t.co/M8u2QfLQgU"
1,2022-06-17T09:26:34.000Z,AcoyBK,"Tidak hanya melantik dua menteri baru, Presiden Jokowi pun secara resmi melantik tiga wakil menteri baru Kabinet Indonesia Maju sisa masa jabatan periode tahun 2019-2024.

https://t.co/IUQ7mu5UQS"
1,2022-06-20T22:20:33.000Z,Bambang Kusaini,"Timothy menyampaikan acara akan diisi dengan ajang silaturahmi antarrelawan. Para pimpinan kelompok relawan juga akan berpidato mengenai wacana Jokowi tiga periode.
https://t.co/0FXuXtHHFr"
1,2022-06-20T15:39:05.000Z,p._.nana,"Tipikal relawan yg ga mikirin posisi Pak Jokowi. Situ enak teriak2 tiga periode, Pak @Jokowi yg repot klarifikasi. https://t.co/AKrol9TDVX"
1,2022-06-17T12:52:29.000Z,DPM PM UDAYANA,"Untuk keberlanjutan program pembangunan, Pemilu sebaiknya ditunda atau perlu dibuat UU yang mengatur perpanjangan masa jabatan presiden menjadi tiga periode.

Siap2 ah, siapa tahu dapat jatah Wamen."
0,2022-06-20T07:46:59.000Z,Jack,"Untuk mendukung perpanjangan masa jabatan presiden di 2024 nanti? 
Hahahaha."
1,2022-06-21T04:34:31.000Z,Hera,"Usul Jabatan Jokowi Tambah Setengah Periode, Bendahara Umum Projo: Lebih Masuk Akal: Bendahara Umum Projo Panel Barus mengatakan bahwa isu tiga periode jabatan presiden ibarat api yang mau mati. https://t.co/KuvpcDW2qw https://t.co/W4ZMfEs2Zz"
0,2022-06-20T04:40:59.000Z,Andre,"Video kabar Presiden Joko Widodo (Jokowi) dan Ibu Iriana Jokowi membagikan kaos tiga periode dari atas mobil, beredar di media sosial. Simak faktanya berikut ini!

https://t.co/Fr6zrdtaoe"
1,2022-06-20T02:15:35.000Z,Suheri adi,"Wacana jabatan Presiden Jokowi tiga periode berbahaya bagi demokrasi, Dedi Kurnia Syah menganggap M Qodari layak disentil keras #Jokowi https://t.co/UjLPHZRrfy"
1,2022-06-20T00:32:27.000Z,Kanwil BPN Papua,"Wacana masa jabatan Presiden Joko ""Jokowi"" Widodo tiga periode kembali muncul. Pengamat politik dari Universitas  Al-Azhar Jakarta, Ujang Komaruddin, menilai kondisi politik saat ini semakin konyol. https://t.co/HGN2KNhle5 https://t.co/BED5JPrk2w"
0,2022-06-27T07:42:49.000Z,fajar online,"Wacana Tiga Periode Bergema, Mujahid 212: Hubungan Jokowi-Megawati Merenggang https://t.co/wHBjX1meu6"
0,2022-06-19T22:15:32.000Z,Achmad Lussy,"Wacana Tiga Periode Kembali Mencuat, KOBAR: Belum Ada Capres yang Komitmen Lanjutkan Program Jokowi https://t.co/kjtS7Qn1v6"
0,2022-06-29T02:39:51.000Z,Arianto Aris,"Wacana untuk menunda pelaksanaan Pemilihan Umum (Pemilu) 2024 dan memperpanjang masa jabatan Presiden menjadi tiga periode, dinilai hanya sebagai permainan politik. Menurut Pakar Hukum Tata Negara dari Universitas Khairun, Margarito Kamis, mewujudkan wacana tersebut akan"
1,2022-06-19T08:34:30.000Z,honest blackburn rovers fan,"Waduk Keureutoe Diharapkan Selesai Sebelum Berakhirnya Masa Jabatan Presiden - SatuAcehNews

https://t.co/BvtccheguH
#PortalBeritaAceh by @satuacehnews https://t.co/KJwAQ1RJgl"
0,2022-04-21T06:22:12.000Z,Gunggun aja,Wakil Ketua Umum Partai Garuda Teddy Gusnaidi menilai isu Jokowi tiga periode hanya digunakan untuk  #berita #politik https://t.co/b9o3JqSb8v
1,2022-06-18T17:59:51.000Z,Kang Evol,"Wali Kota Solo Gibran @gibran_tweet menyatakan tak setuju soal PERPANJANGAN masa jabatan Presiden menjadi TIGA Periode, pihaknya akan patuh terhadap konstitusi yg berlaku.

Ibu Iriana Joko Widodo bahkan kini sudah mulai mengemasi barang secara bertahap ke kampung halaman di Solo. https://t.co/lstap6igLp"
